iter	RMSE
316	0.0371481667
317	0.03709225254
318	0.03707553232
319	0.03698999323
320	0.03690770092
321	0.03682629156
322	0.03680930989
323	0.03673884348
324	0.03671219441
325	0.03665882828
326	0.03664285448
327	0.03656122081
328	0.03651026898
329	0.03646570696
330	0.03643797082
331	0.03640187462
332	0.03631342632
333	0.03629816805
334	0.03623788946
335	0.03615400714
336	0.03610547688
337	0.03609218574
338	0.0360347869
339	0.03602180778
340	0.03596075043
341	0.03593270289
342	0.03591331085
343	0.03584649365
344	0.03578118224
345	0.03570611273
346	0.03561472327
347	0.03556721583
348	0.03551604081
349	0.03550111182
350	0.03544817483
351	0.03540115426
352	0.03539046927
353	0.0353270914
354	0.03527826113
355	0.03523090838
356	0.03520018754
357	0.03515195626
358	0.03506910208
359	0.03505671938
360	0.03499501606
361	0.03495831341
362	0.03492165663
363	0.03489612019
364	0.03483786126
365	0.03478966603
366	0.03476478478
367	0.03469656992
368	0.03464372331
369	0.03463189136
370	0.03458645971
371	0.0345733896
372	0.0345534696
373	0.03451043996
374	0.03449824324
375	0.03444897354
376	0.03442515649
377	0.03436704557
378	0.03432474475
379	0.03428710279
380	0.03427199939
381	0.03424942244
382	0.03420957597
383	0.03411228511
384	0.03407605141
385	0.03404353149
386	0.03400684066
387	0.03399652176
388	0.03392839675
389	0.03385246629
390	0.0338022816
391	0.03371805648
392	0.03369199576
393	0.03368096643
394	0.03366991156
395	0.03362286736
396	0.03358186293
397	0.03355199534
398	0.03351224743
399	0.03348279985
400	0.0334550783
401	0.03339774355
402	0.03335088816
403	0.03333542824
404	0.03332552081
405	0.03331558207
406	0.03330581689
407	0.03323773422
408	0.03318656852
409	0.03313164689
410	0.03309055548
411	0.0330702047
412	0.03306079793
413	0.03303507525
414	0.0330326736
415	0.03302354309
416	0.03298132494
417	0.03291801526
418	0.03284576637
419	0.03282887195
420	0.03276002619
421	0.03271043363
422	0.03266812884
423	0.03263565235
424	0.03260619139
425	0.03253851846
426	0.03247803875
427	0.03244718487
428	0.03241552904
429	0.03240106044
430	0.03239233598
431	0.03235776016
432	0.03235565963
433	0.03232706217
434	0.03229105252
435	0.03228254955
436	0.03226786158
437	0.03225824911
438	0.03219025092
439	0.03216147751
440	0.032120032
441	0.03207198911
442	0.03205344274
443	0.03202750532
444	0.03200483953
445	0.03196163332
446	0.03191400157
447	0.03188894331
448	0.03187970627
449	0.03184893667
450	0.03179689612
451	0.03177040594
452	0.03170596922
453	0.03168944867
454	0.03166879033
455	0.03163900892
456	0.03163347683
457	0.03157725141
458	0.03150630761
459	0.03147359252
460	0.03143188306
461	0.03137012636
462	0.03136226713
463	0.03134982241
464	0.03132264301
465	0.03129534349
466	0.03127053729
467	0.03126367344
468	0.03123521672
469	0.0311970582
470	0.03115572865
471	0.03112332482
472	0.03104517887
473	0.0310016327
474	0.03098243832
475	0.03093654608
476	0.03088757454
477	0.03085478519
478	0.03081777103
479	0.03081054935
480	0.03079681809
481	0.03073914272
482	0.03071553278
483	0.03066041182
484	0.03063961896
485	0.03063634299
486	0.03059519953
487	0.03053860454
488	0.03049956273
489	0.03045742763
490	0.03042597575
491	0.03037809947
492	0.0303628054
493	0.03032901474
494	0.03031555109
495	0.03029604708
496	0.03024840817
497	0.03022684649
498	0.03018703026
499	0.03017519336
500	0.03016257508
501	0.03015540196
502	0.03011174481
503	0.03008530513
504	0.03006294046
505	0.03003579364
506	0.03002573879
507	0.02997005026
508	0.02995644198
509	0.02991047127
510	0.02989714141
511	0.02989467404
512	0.02984529773
513	0.02979336877
514	0.02977134404
515	0.02972247356
516	0.02968964568
517	0.02967226526
518	0.02961705753
519	0.02958560869
520	0.02955873569
521	0.02951773292
522	0.02950499959
523	0.02945376616
524	0.02944602209
525	0.02941848444
526	0.0293994134
527	0.02935335904
528	0.02931722258
529	0.02930229224
530	0.02927225683
531	0.0292600256
532	0.02922396414
533	0.02920260519
534	0.02918695253
535	0.02912994937
536	0.0291050919
537	0.0290740153
538	0.0290390665
539	0.02901393868
540	0.02899961602
541	0.02895840824
542	0.02893278042
543	0.02890786101
544	0.02888655344
545	0.0288751388
546	0.0288113591
547	0.02878188927
548	0.02874483412
549	0.02872286979
550	0.02870615156
551	0.0287019119
552	0.02867951906
553	0.02865097353
554	0.02863820894
555	0.02861241986
556	0.02859644295
557	0.02857375235
558	0.02852586279
559	0.02850705498
560	0.02848772694
561	0.02846651953
562	0.02845985706
563	0.02845170321
564	0.02843097888
565	0.02841389923
566	0.02837741609
567	0.02833894574
568	0.02830903166
569	0.02825177725
570	0.02824517739
571	0.02820975294
572	0.02819832825
573	0.02814252759
574	0.02814087004
575	0.02811050939
576	0.02809001993
577	0.02805009789
578	0.02800914171
579	0.02799301662
580	0.0279825805
581	0.02793733497
582	0.02791909814
583	0.02790133845
584	0.02787612281
585	0.02786335435
586	0.02785404153
587	0.0278105651
588	0.02777225285
589	0.02776798918
590	0.02775109255
591	0.02773363072
592	0.02771557965
593	0.02771017167
594	0.0276892344
595	0.0276752548
596	0.02765093268
597	0.02761764749
598	0.02759033963
599	0.02758240974
600	0.02758029663
601	0.02754513363
602	0.0275248431
603	0.02747604098
604	0.02744418169
605	0.02741885909
606	0.02738027925
607	0.02734008591
608	0.02733225208
609	0.0273112466
610	0.02727358038
611	0.02726637934
612	0.02724395359
613	0.02719813565
614	0.02715863177
615	0.02712722838
616	0.02709842267
617	0.02709499221
618	0.0270755455
619	0.02705481437
620	0.02704568216
621	0.02701292919
622	0.02699429026
623	0.02699015385
624	0.02698457403
625	0.0269428953
626	0.02693845195
627	0.02691071033
628	0.0269079591
629	0.026871251
630	0.02686453728
631	0.02684454814
632	0.02683301926
633	0.02678762438
634	0.02677697602
635	0.02674994216
636	0.02673470735
637	0.02672197831
638	0.02668713699
639	0.02666255399
640	0.02662567714
641	0.02659957538
642	0.02658590218
643	0.02655843163
644	0.0265344453
645	0.02651337823
646	0.0264820496
647	0.02646583777
648	0.02644643604
649	0.02642075727
650	0.02641733602
651	0.02640174997
652	0.02639197791
653	0.02637198932
654	0.02635302203
655	0.02633230725
656	0.02630874208
657	0.02629262936
658	0.0262843068
659	0.02625114522
660	0.02621363359
661	0.02618314212
662	0.02616734525
663	0.0261412722
664	0.02612917584
665	0.02609948011
666	0.02606644758
667	0.02605787279
668	0.02605576664
669	0.02602903343
670	0.02601255546
671	0.025982081
672	0.02597529704
673	0.02597341705
674	0.02595889934
675	0.02594237103
676	0.02590882955
677	0.02590058922
678	0.02589373352
679	0.02588097977
680	0.02584645283
681	0.02583671848
682	0.02581855156
683	0.02580158201
684	0.02579330663
685	0.02575976556
686	0.02574713676
687	0.02572116272
688	0.02569803575
689	0.02565702515
690	0.02565289556
691	0.02562164319
692	0.02559154271
693	0.02553876272
694	0.02553587351
695	0.02550539882
696	0.02548293475
697	0.02547105636
698	0.02546832371
699	0.02545491726
700	0.02543330076
701	0.02541087204
702	0.02538314819
703	0.02533468003
704	0.02531378867
705	0.02528289773
706	0.02525788412
707	0.02525204984
708	0.02523210116
709	0.02520470813
710	0.02518825708
711	0.0251680612
712	0.02514632369
713	0.02512812189
714	0.02512310555
715	0.02510977714
716	0.02508115149
717	0.02507335182
718	0.02504787998
719	0.0250402054
720	0.02502246033
721	0.0250033391
722	0.02498006814
723	0.02497002889
724	0.02495765196
725	0.02492594432
726	0.02491647311
727	0.02488780257
728	0.02488234592
729	0.02487742683
730	0.02487094641
731	0.02485528863
732	0.02484762404
733	0.02481860608
734	0.02480973621
735	0.02478017786
736	0.0247655316
737	0.0247412688
738	0.02473387995
739	0.02470640369
740	0.02468471486
741	0.0246576411
742	0.02464913281
743	0.024644536
744	0.02463748145
745	0.02462193219
746	0.02459646273
747	0.02459037971
748	0.0245734841
749	0.02454861175
750	0.02451990751
751	0.02449208629
752	0.02448935245
753	0.02446402126
754	0.02444090601
755	0.02443645335
756	0.02442457897
757	0.02441943057
758	0.02441018007
759	0.02439204716
760	0.02437467381
761	0.02434863383
762	0.02432302446
763	0.02430909973
764	0.02428040887
765	0.02425885054
766	0.02424963613
767	0.02424280883
768	0.0242214041
769	0.02421183053
770	0.02419454088
771	0.0241889093
772	0.02416004344
773	0.02414179496
774	0.02412911339
775	0.02412436238
776	0.0241173888
777	0.02408514869
778	0.02408301141
779	0.02405218035
780	0.02403624582
781	0.02400950973
782	0.0239975906
783	0.02397753553
784	0.02397609236
785	0.02397061022
786	0.02396002809
787	0.02394222307
788	0.02392701796
789	0.02392042031
790	0.02391477255
791	0.02389640795
792	0.02386742244
793	0.02385992918
794	0.02383801638
795	0.0238221904
796	0.02380480089
797	0.02377897866
798	0.0237706391
799	0.02374993572
800	0.02373451575
801	0.02372005466
802	0.02370425083
803	0.02369442731
804	0.02366836345
805	0.02365400115
806	0.02365004209
807	0.02363158182
808	0.02361393705
809	0.02359838651
810	0.02357675863
811	0.02356287918
812	0.02354285445
813	0.02353808275
814	0.02352739541
815	0.02350975193
816	0.02350855118
817	0.02349771336
818	0.02348212176
819	0.02347936782
820	0.02347298588
821	0.02345852819
822	0.0234380292
823	0.02340842367
824	0.02339099457
825	0.02337589382
826	0.02334260556
827	0.02332832885
828	0.0233232595
829	0.02331794601
830	0.02330298442
831	0.02328670778
832	0.0232696338
833	0.02325051608
834	0.02323925742
835	0.02321598918
836	0.02320188721
837	0.02317044343
838	0.02315747599
839	0.02314761924
840	0.02312077475
841	0.0230840585
842	0.0230426535
843	0.02302903412
844	0.02301485293
845	0.02299398614
846	0.02298795555
847	0.022982747
848	0.0229785547
849	0.02295686944
850	0.02294881402
851	0.02293956203
852	0.02291104309
853	0.02288259541
854	0.02287389919
855	0.02285448358
856	0.02283485754
857	0.0228212305
858	0.02280008066
859	0.02278389844
860	0.02278177526
861	0.02276411581
862	0.02274799863
863	0.02272199531
864	0.02271941018
865	0.02270364411
866	0.02267805904
867	0.02266423709
868	0.02263888248
869	0.02262044987
870	0.02259432756
871	0.02258028774
872	0.02257402726
873	0.02255566812
874	0.02253855079
875	0.02252687662
876	0.02248791263
877	0.02246352035
878	0.02242391819
879	0.02240829988
880	0.02239606988
881	0.02239113075
882	0.02237767745
883	0.02236247088
884	0.02233905042
885	0.02233192381
886	0.02231828108
887	0.02231341481
888	0.02228814061
889	0.0222838074
890	0.02227092695
891	0.02225113564
892	0.0222319497
893	0.02222571167
894	0.02220659764
895	0.02217964321
896	0.02215388992
897	0.02214470546
898	0.02211803912
899	0.02210464304
900	0.02208285907
901	0.02206716265
902	0.02205937266
903	0.02204047671
904	0.02203248449
905	0.02200476589
906	0.02200148289
907	0.02198937892
908	0.02197312823
909	0.02196685701
910	0.02195815525
911	0.02192691611
912	0.02190942382
913	0.02188756004
914	0.02188137204
915	0.02187653599
916	0.02186269654
917	0.02183562798
918	0.02183090884
919	0.02182232776
920	0.02181930979
921	0.02180558475
922	0.02180034746
923	0.0217991724
924	0.02178411916
925	0.02175847399
926	0.02175341611
927	0.02174417738
928	0.02171090754
929	0.02170256414
930	0.02169437699
931	0.02167530902
932	0.02165002323
933	0.02163329793
934	0.02161271064
935	0.02159341084
936	0.02158633434
937	0.0215786305
938	0.02156785703
939	0.02155594982
940	0.02153313991
941	0.02151500162
942	0.02150808428
943	0.02148841289
944	0.02147266558
945	0.02145214483
946	0.02144181798
947	0.02142736646
948	0.02141170849
949	0.02140763917
950	0.021393316
951	0.02137901554
952	0.02136048655
953	0.02134940659
954	0.02134579179
955	0.02132641325
956	0.02131140385
957	0.02129773426
958	0.02128428533
959	0.02126585901
960	0.02124470406
961	0.02122781604
962	0.02121691891
963	0.02119665257
964	0.02119251533
965	0.02117150581
966	0.02116065971
967	0.02115175443
968	0.02113962217
969	0.02111745768
970	0.0210881023
971	0.02107350618
972	0.02105119662
973	0.02103721041
974	0.0210181728
975	0.02099794264
976	0.0209820121
977	0.02097411411
978	0.02096968611
979	0.02095848777
980	0.0209430861
981	0.02094030945
982	0.02091863997
983	0.02090050619
984	0.0208906705
985	0.02087761095
986	0.02086986687
987	0.02086024318
988	0.02084194176
989	0.02083138609
990	0.02081817814
991	0.02080586207
992	0.02080148169
993	0.02077833262
994	0.0207670515
995	0.02074888795
996	0.02073695844
997	0.02071434571
998	0.02070592269
999	0.02069270823
